idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
1495,-8.623765,2026-04-13T09:00:00+0000,0.0,254.6,4.6,3.0,180.0,42.238616,180.0,VIGO/PEINADOR,94.0,7.6,8.4,8.5,989.6,0.5,11.1,1020.9,7.4,,4.0,0.0,,,,,,,,,,,,,,,,
1496X,-8.724167,2026-04-13T09:00:00+0000,0.0,120.0,2.1,0.9,103.0,42.230556,87.0,VIGO-O CASTRO,88.0,9.8,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
1505,-7.4575,2026-04-13T09:00:00+0000,0.0,442.18,4.9,2.5,214.0,43.111111,225.0,LUGO/ROZAS,84.0,7.7,9.0,9.0,966.6,0.9,13.5,1019.4,6.4,20.0,25.0,23.700000000000003,11.5,,,,,,0.0,,,,,12.3,,,,
1518A,-7.5525,2026-04-13T09:00:00+0000,0.0,442.0,2.1,0.5,215.0,42.998333,247.0,LUGO-COL.FINGOI,83.0,7.0,8.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,
1521X,-7.18517,2026-04-13T09:00:00+0000,0.0,1080.0,5.1,1.7,249.0,42.863768,257.0,BECERREA-PENAMAIOR,100.0,2.6,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
1541B,-6.333886,2026-04-13T09:00:00+0000,0.4,958.0,1.7,0.5,96.0,42.928886,122.0,VILLABLINO,82.0,3.9,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
1542,-6.414164,2026-04-13T09:00:00+0000,0.0,1530.0,7.3,2.6,324.0,42.994164,325.0,PUERTO DE LEITARIEGOS,99.0,-1.2,-0.7,-0.6,846.5,0.5,,,,19.3,11.0,1.0,6.1,,,,,,0.0,,,,,,,,,
1549,-6.6,2026-04-13T09:00:00+0000,0.0,532.01,4.7,2.3,284.0,42.563889,293.0,PONFERRADA,60.0,7.6,9.5,9.8,956.4,0.7,15.2,1019.6,2.1,20.0,28.0,59.9,14.5,,,,,,0.0,,,,,15.3,,,,
1561I,-6.673564,2026-04-13T09:00:00+0000,0.0,770.0,,,,42.76604,,VILLAR DE OTERO (LOS TROBOS),80.0,5.0,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
1583X,-6.99314,2026-04-13T09:00:00+0000,0.0,315.0,,,,42.41562,,O BARCO DE VALDEORRAS,69.0,9.1,9.7,9.7,,,,,,,,,,,,,,,,,,,,,,,,
1631E,-7.282498,2026-04-13T09:00:00+0000,0.2,840.0,3.3,0.8,290.0,42.339448,268.0,POBRA DE TRIVES SAN MAMEDE,90.0,4.7,5.0,5.0,922.2,,6.8,,3.4,,,0.0,9.5,0.0,0.2,,,,,,,,,,815.2,,,
1639X,-7.383609,2026-04-13T09:00:00+0000,0.0,990.0,3.9,1.5,237.0,42.260277,247.0,CHANDREXA DE QUEIXA,94.0,3.8,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
1658,-7.191741,2026-04-13T09:00:00+0000,0.2,612.0,,,,42.58853,,FOLGOSO DO COUREL,88.0,5.6,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
1679A,-7.510804,2026-04-13T09:00:00+0000,0.0,291.0,1.6,0.5,74.0,42.53177,110.0,MONFORTE DE LEMOS,83.0,6.4,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
1690A,-7.859722,2026-04-13T09:00:00+0000,0.0,145.86,2.1,0.9,210.0,42.325278,223.0,OURENSE,79.0,7.5,8.5,8.5,1003.1,0.3,10.6,1021.8,5.1,20.0,34.0,0.0,16.4,,,,,,0.0,,,,,14.6,,,,
1696O,-8.277961,2026-04-13T09:00:00+0000,0.0,610.0,,,,42.468056,,BEARIZ,100.0,5.9,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
1700X,-8.0925,2026-04-13T09:00:00+0000,0.0,400.0,1.3,0.0,98.0,42.421389,66.0,O CARBALLIÑO,90.0,5.3,7.1,7.1,,,,,5.6,,,,,,,7.0,,,,,,,,,,,,
1701X,-8.129121,2026-04-13T09:00:00+0000,0.0,112.0,1.4,0.6,315.0,42.299881,337.0,RIBADAVIA,88.0,7.1,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,
1723X,-8.4927,2026-04-13T09:00:00+0000,0.0,90.0,,,,42.182223,,PONTEAREAS-CANEDO,99.0,9.1,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
1730E,-8.847444,2026-04-13T09:00:00+0000,0.8,55.0,,,,41.943981,,O ROSAL,94.0,9.7,10.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,
1738U,-7.988838,2026-04-13T09:00:00+0000,0.0,730.0,,,,41.934116,,MUIÑOS-PRADO,88.0,6.7,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
1740,-4.12433,2026-04-13T09:00:00+0000,0.0,150.0,8.3,3.1,300.0,43.377241,285.0,ALTAMIRA,62.0,9.7,11.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,
2005Y,-2.782777,2026-04-13T09:00:00+0000,0.0,1197.0,,,,41.967774,,VINUESA,70.0,3.1,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,
2017Y,-2.494163,2026-04-13T09:00:00+0000,0.0,1260.0,12.9,7.2,350.0,41.99583,355.0,BARRIOMARTIN-EL ROBLEDO,86.0,1.1,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,
2030,-2.483063,2026-04-13T09:00:00+0000,0.0,1081.01,10.4,4.4,344.0,41.775015,18.0,SORIA,57.0,5.4,7.5,7.5,891.4,1.8,10.5,,-0.5,20.0,48.0,57.8,9.2,,,,,,0.0,,,,,9.6,,1472.8,,
2044B,-2.507534,2026-04-13T09:00:00+0000,0.0,1100.0,10.3,5.7,337.0,41.600582,315.0,LUBIA-CEDER,57.0,5.2,6.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,
2048A,-2.420281,2026-04-13T09:00:00+0000,0.0,978.0,8.4,4.7,291.0,41.419442,292.0,MORON DE ALMAZAN ,72.0,4.4,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2059B,-2.783338,2026-04-13T09:00:00+0000,0.0,1042.0,13.1,7.9,319.0,41.349719,322.0,LA RIBA DE ESCALOTE,76.0,3.4,5.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,
2084Y,-3.047008,2026-04-13T09:00:00+0000,0.0,960.0,,,,41.721847,,UCERO,62.0,5.0,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
2092,-3.086949,2026-04-13T09:00:00+0000,0.0,932.0,10.2,5.4,317.0,41.589444,287.0,BURGO DE OSMA-POZUELOS,66.0,4.5,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,
2096B,-3.251385,2026-04-13T09:00:00+0000,0.0,1150.0,9.2,6.2,336.0,41.373609,320.0,LICERAS-CAÑADA DEHESA,77.0,2.3,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,
2106B,-3.381929,2026-04-13T09:00:00+0000,0.0,955.0,8.8,4.5,307.0,41.745847,312.0,CORUÑA DEL CONDE,68.0,4.0,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,
2117D,-3.742777,2026-04-13T09:00:00+0000,0.0,790.0,2.6,0.8,248.0,41.665837,270.0,ARANDA DE DUERO,61.0,4.5,6.6,6.7,926.1,0.4,8.4,,-0.5,9.3,40.0,60.0,8.8,,,,,,0.0,,,,,,799.8,,,
2135A,-3.507234,2026-04-13T09:00:00+0000,0.0,993.0,5.5,3.5,336.0,41.372756,342.0,FRESNO DE CANTIESPINO,72.0,4.3,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,
2140A,-3.785871,2026-04-13T09:00:00+0000,0.0,1135.0,6.1,4.1,299.0,41.464553,282.0,ALDEANUEVA DE SERREZUELA-EL CERRO,77.0,2.3,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,
2166Y,-4.124787,2026-04-13T09:00:00+0000,0.0,756.0,,,,41.593099,,PEÑAFIEL(FABRICA DE QUESOS),70.0,4.8,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2172Y,-4.405497,2026-04-13T09:00:00+0000,0.0,725.0,5.4,2.3,271.0,41.611879,312.0,SARDÓN DE DUERO,67.0,4.9,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
2192C,-4.26545,2026-04-13T09:00:00+0000,0.0,795.0,4.2,2.1,228.0,41.383553,250.0,CUELLAR,65.0,5.6,7.6,7.8,,,,,,,,,,,,,,,,,,,,,,,,
2235U,-4.520031,2026-04-13T09:00:00+0000,0.0,1140.0,5.1,2.1,65.0,42.870619,52.0,CERVERA DE PISUERGA,59.0,3.8,5.8,6.0,885.9,0.9,7.0,,-1.7,,51.0,53.0,7.0,,,,,,,,,,,,,1477.2,,
2243A,-4.277134,2026-04-13T09:00:00+0000,0.0,910.0,4.8,2.3,120.0,42.79806,122.0,AGUILAR DE CAMPOO,65.0,5.8,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
2276B,-4.575109,2026-04-13T09:00:00+0000,0.0,908.0,5.1,2.0,292.0,42.568819,267.0,VILLAELES DE VALDAVIA,70.0,2.4,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
2285B,-4.001111,2026-04-13T09:00:00+0000,0.0,869.0,3.8,1.1,234.0,42.523889,237.0,VILLADIEGO (DEPÓSITO DE AGUA),65.0,4.0,6.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,
2290Y,-4.198909,2026-04-13T09:00:00+0000,0.0,771.0,2.9,1.5,231.0,42.251226,225.0,PEDROSA DEL PRÍNCIPE,67.0,3.4,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
2296A,-1.976675,2026-04-13T09:00:00+0000,0.0,1039.0,11.8,8.1,356.0,41.775556,12.0,OLVEGA-CAMINO VEGAFRÍA,69.0,4.1,4.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,
2298,-3.131688,2026-04-13T09:00:00+0000,0.0,1080.0,9.5,4.3,344.0,41.959672,335.0,PALACIOS DE LA SIERRA,54.0,4.6,6.4,6.6,892.7,1.2,10.0,,-2.2,20.0,17.0,60.0,9.2,,,,,,0.0,,,,,,,1480.1,,
2302N,-3.109758,2026-04-13T09:00:00+0000,,1197.0,8.7,3.7,349.0,42.146473,345.0,MONTERRUBIO DE LA DEMANDA,76.0,2.4,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
2311Y,-3.767707,2026-04-13T09:00:00+0000,0.0,884.0,3.0,1.2,326.0,42.105221,285.0,VILLAMAYOR DE LOS MONTES,72.0,3.5,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
2331,-3.620278,2026-04-13T09:00:00+0000,0.0,891.0,7.0,3.6,312.0,42.356944,303.0,BURGOS/VILLAFRÍA,62.0,4.9,7.1,7.2,913.5,0.9,13.1,,0.2,,18.0,58.0,7.8,,,,,,0.0,,,,,9.7,789.7,,,
2362C,-4.713714,2026-04-13T09:00:00+0000,0.0,1575.0,8.6,3.9,3.0,42.893772,37.0,CAMPORREDONDO DE ALBA  CUEVA DORADA,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374X,-4.617359,2026-04-13T09:00:00+0000,0.0,830.0,5.2,2.5,328.0,42.350934,303.0,CARRIÓN DE LOS CONDES,51.0,5.5,8.3,8.8,922.1,1.0,12.0,,-1.2,20.0,30.0,60.0,10.3,,,,,,0.0,,,,,,804.1,,,
2401X,-4.560496,2026-04-13T09:00:00+0000,0.0,736.0,6.1,2.4,307.0,42.009501,337.0,PALENCIA-GRANJA VIÑALTA,71.0,4.1,8.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,
2422,-4.754167,2026-04-13T09:00:00+0000,0.0,734.29,5.3,2.8,333.0,41.640831,330.0,VALLADOLID,62.0,6.2,8.4,8.5,932.0,0.9,12.7,1018.5,1.5,20.0,25.0,60.0,12.7,,,,5.7,319.0,0.0,2.6,1.4,24.0,322.0,14.2,,,,
2444,-4.679722,2026-04-13T09:00:00+0000,0.0,1129.76,10.4,5.2,312.0,40.659167,315.0,ÁVILA,67.0,3.3,4.7,4.7,888.3,1.8,11.3,,-1.0,20.0,25.0,58.4,10.6,,,,,,0.0,,,,,11.6,,1490.7,,
2453E,-4.742033,2026-04-13T09:00:00+0000,0.0,920.0,9.8,3.4,312.0,40.828965,297.0,GOTARRENDURA (AUTOMATICA),66.0,4.7,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
2456B,-4.729864,2026-04-13T09:00:00+0000,0.0,820.0,8.5,5.0,327.0,41.071483,305.0,AREVALO,55.0,5.8,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
2462,-4.010556,2026-04-13T09:00:00+0000,0.0,1892.6,11.9,4.6,339.0,40.793056,333.0,NAVACERRADA PUERTO,97.0,-4.4,-4.1,-4.1,807.5,2.8,-2.5,,-4.5,0.1,24.0,0.0,4.1,,,,6.9,349.0,0.0,2.9,1.0,28.0,345.0,4.7,,1480.2,11.0,
2465,-4.126389,2026-04-13T09:00:00+0000,0.0,1008.25,3.4,2.0,277.0,40.945278,285.0,SEGOVIA,82.0,1.6,3.2,3.2,902.4,0.5,8.2,,0.4,18.6,20.0,2.1,12.2,,,,,,0.0,,,,,11.5,,1491.9,,
2471Y,-4.212067,2026-04-13T09:00:00+0000,0.0,1237.0,,,,40.718669,,SAN RAFAEL,93.0,-0.7,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2482B,-4.375727,2026-04-13T09:00:00+0000,0.0,870.0,7.9,4.7,313.0,41.126384,295.0,MIGUELAÑEZ,68.0,3.9,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
2491C,-5.689876,2026-04-13T09:00:00+0000,0.0,1960.0,6.1,3.6,151.0,40.355087,165.0,LA COVATILLA  ESTACIÓN DE ESQUÍ,95.0,-4.2,-2.9,-2.8,801.6,1.0,0.3,,-3.6,20.0,16.0,48.0,0.8,,,,,,0.0,,,,,,,1492.6,,
2503B,-4.691824,2026-04-13T09:00:00+0000,0.0,786.0,8.2,4.0,321.0,41.279921,295.0,OLMEDO  DEPÓSITO AGUA,60.0,5.5,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2507Y,-4.963505,2026-04-13T09:00:00+0000,0.0,724.0,6.0,2.8,333.0,41.419465,310.0,RUEDA,62.0,6.8,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,
2512Y,-5.018689,2026-04-13T09:00:00+0000,0.0,925.0,7.5,4.6,291.0,40.88213,282.0,RIVILLA DE BARAJAS,73.0,4.9,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2517A,-4.939637,2026-04-13T09:00:00+0000,0.0,755.0,7.7,4.8,318.0,41.172753,307.0,FUENTE EL SOL,54.0,7.4,9.4,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2536D,-5.271389,2026-04-13T09:00:00+0000,0.0,710.0,8.3,6.6,305.0,41.548333,282.0,MORALES DEL TORO-DEPOSITO,55.0,7.2,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,
2565,-5.630556,2026-04-13T09:00:00+0000,0.0,701.5,5.1,2.6,279.0,41.555278,277.0,CORESES,56.0,7.0,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,
2568D,-4.851026,2026-04-13T09:00:00+0000,0.0,985.0,6.5,3.5,341.0,42.523503,297.0,VILLAPUN,63.0,5.0,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,
2593D,-5.040989,2026-04-13T09:00:00+0000,0.0,782.0,7.3,4.3,309.0,42.09421,292.0,VILLALÓN DE CAMPOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604B,-5.040313,2026-04-13T09:00:00+0000,0.0,731.0,7.0,4.4,322.0,41.875815,310.0,MEDINA DE RIOSECO,67.0,5.4,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,
2611D,-5.59244,2026-04-13T09:00:00+0000,0.0,690.0,7.6,5.2,305.0,41.856388,305.0,VILLAFÁFILA,58.0,6.6,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2614,-5.735278,2026-04-13T09:00:00+0000,0.0,656.06,4.7,1.3,321.0,41.515556,298.0,ZAMORA,53.0,5.8,9.2,9.2,941.9,0.6,14.4,1019.2,0.2,20.0,52.0,60.0,10.6,,,,,,0.0,,,,,13.6,,,,
2624C,-5.007615,2026-04-13T09:00:00+0000,0.0,1090.0,6.8,4.2,22.0,42.958457,2.0,RIAÑO-ERMITA QUINTANILLA,80.0,4.8,5.8,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2626Y,-5.193246,2026-04-13T09:00:00+0000,0.0,916.0,4.0,2.1,239.0,42.620094,240.0,SAHECHORES-HELIPUERTO,61.0,3.7,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
2630X,-5.377067,2026-04-13T09:00:00+0000,0.0,1510.0,11.0,5.9,277.0,43.062242,293.0,PUERTO DE SAN ISIDRO,85.0,-0.7,0.1,0.2,847.8,1.0,1.6,,,3.8,7.0,4.0,4.1,,,,,,0.0,,,,,,,,,
2661,-5.651111,2026-04-13T09:00:00+0000,0.0,916.0,7.7,3.9,260.0,42.588333,250.0,LEÓN/VIRGEN DEL CAMINO,64.0,5.6,7.5,7.6,912.0,0.5,9.3,,1.1,,9.0,60.0,,,,,,,,,,,,,799.6,,,
2664B,-5.504765,2026-04-13T09:00:00+0000,0.0,788.0,7.4,5.6,341.0,42.295947,342.0,VALENCIA DE DON JUAN,53.0,6.3,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,
2701D,-5.870858,2026-04-13T09:00:00+0000,0.0,1120.0,6.2,2.0,272.0,42.885575,250.0,MIÑERA DE LUNA-EMBALSE,62.0,4.3,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
2728B,-6.070921,2026-04-13T09:00:00+0000,0.0,995.0,7.1,3.2,348.0,42.648217,290.0,VILLAMECA,73.0,4.3,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
2734D,-6.074338,2026-04-13T09:00:00+0000,0.0,919.0,7.8,4.4,321.0,42.476722,292.0,ASTORGA-DEPÓSITO AGUA,60.0,6.3,8.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2742R,-5.779854,2026-04-13T09:00:00+0000,0.0,850.0,8.6,6.2,269.0,42.466446,255.0,BUSTILLO DEL PÁRAMO-LAS MATILLAS,68.0,6.1,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,
2755X,-5.666803,2026-04-13T09:00:00+0000,0.0,715.0,6.8,4.0,317.0,42.010907,325.0,BENAVENTE,53.0,7.4,9.1,9.1,935.1,1.1,13.1,,,20.0,15.0,60.0,12.7,,,,,,0.0,,,,,,,,,
2766E,-6.639735,2026-04-13T09:00:00+0000,0.0,933.0,6.3,2.5,252.0,42.082615,250.0,EL PUENTE (CASA FORESTAL),61.0,6.4,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,
2775X,-6.279668,2026-04-13T09:00:00+0000,0.0,850.0,6.7,3.5,283.0,41.941501,303.0,VILLARDECIERVOS,53.0,6.6,7.9,8.3,920.4,1.0,9.6,,-1.2,20.0,21.0,58.0,11.2,,,,,,0.0,,,,,,808.5,,,
2777K,-6.007296,2026-04-13T09:00:00+0000,0.0,737.0,6.4,2.3,294.0,42.078138,305.0,SANTIBAÑEZ DE VIDRIALES,56.0,7.5,8.4,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2789H,-5.909007,2026-04-13T09:00:00+0000,0.0,711.0,6.0,3.3,277.0,41.785554,302.0,POZUELO DE TABARA,55.0,8.1,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
2804F,-6.141833,2026-04-13T09:00:00+0000,0.0,790.0,7.6,4.6,281.0,41.533996,280.0,VILLADEPERA,64.0,6.0,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,
2828Y,-5.519077,2026-04-13T09:00:00+0000,0.0,1012.0,4.5,1.9,30.0,40.355386,7.0,BARCO DE AVILA,70.0,3.6,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,
2847X,-5.643454,2026-04-13T09:00:00+0000,0.0,865.0,6.8,3.3,328.0,40.675599,320.0,PEDROSILLO DE LOS AIRES-CASTILLEJO,66.0,6.2,7.1,7.2,,,,,,,,,,,,,,,,,,,,,,,,
2863C,-5.36619,2026-04-13T09:00:00+0000,0.0,897.0,4.6,2.2,303.0,40.732205,312.0,PEDRAZA DE ALBA-VALLELARGO,66.0,5.0,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
2867,-5.498292,2026-04-13T09:00:00+0000,0.0,790.0,6.7,3.6,300.0,40.959572,320.0,SALAMANCA/MATACAN,66.0,5.4,7.6,8.0,926.6,0.5,10.6,,1.7,,15.0,60.0,,,,,,,,,,,,,808.2,,,
2870,-5.662271,2026-04-13T09:00:00+0000,0.0,775.0,6.4,2.0,266.0,40.957593,282.0,SALAMANCA OBS.,64.0,6.4,8.5,8.6,929.2,,,,2.1,,,,,,,93.0,,,,,,,,,812.4,,,
2873X,-5.779717,2026-04-13T09:00:00+0000,0.0,817.0,6.1,2.8,294.0,40.903607,282.0,BARBADILLO,69.0,5.7,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
2885K,-6.022286,2026-04-13T09:00:00+0000,0.0,804.0,7.2,4.6,289.0,41.304443,277.0,FRESNO DE SAYAGO,69.0,6.2,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
2914C,-6.20289,2026-04-13T09:00:00+0000,0.0,785.0,6.7,3.2,296.0,40.786039,317.0,BOADILLA FUENTE SAN ESTEBAN,70.0,5.3,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
2916A,-6.437733,2026-04-13T09:00:00+0000,0.0,769.0,6.9,4.1,298.0,41.011441,287.0,VITIGUDINO,67.0,5.3,8.3,8.3,930.0,1.2,,,2.5,14.3,12.0,60.0,10.4,,,,,,0.0,,,,,,813.5,,,
2918Y,-6.223616,2026-04-13T09:00:00+0000,0.0,1027.0,6.8,2.7,304.0,40.569447,305.0,EL MAILLO (BASE AVIONES - AUTOMATICA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926B,-6.60902,2026-04-13T09:00:00+0000,0.0,748.0,5.8,3.1,312.0,40.851426,302.0,BAÑOBAREZ,69.0,6.4,7.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2930Y,-6.812855,2026-04-13T09:00:00+0000,0.0,880.0,6.7,2.4,357.0,40.29663,355.0,NAVASFRIAS,80.0,5.1,5.8,5.8,,,,,,,,,,,,,,,,,,,,,,,,
2945A,-6.57708,2026-04-13T09:00:00+0000,0.0,805.0,7.4,5.0,334.0,40.485117,335.0,EL BODÓN-BASE AEREA,77.0,4.8,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
2946X,-6.600021,2026-04-13T09:00:00+0000,0.0,680.0,7.1,4.1,342.0,40.635023,344.0,SAELICES EL CHICO,60.0,6.5,8.4,8.6,940.5,1.0,10.8,,,20.0,16.0,44.0,13.9,,,,,,0.0,,,,,,,,,
2966D,-6.301295,2026-04-13T09:00:00+0000,0.0,840.0,5.7,3.0,291.0,41.683464,262.0,ALCAÑICES-VIVINERA,63.0,6.5,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,
2969U,-7.183055,2026-04-13T09:00:00+0000,0.0,910.0,,,,42.027265,,MESÓN EROSA,87.0,4.4,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,
2978X,-7.422059,2026-04-13T09:00:00+0000,0.0,380.0,,,,41.926666,,AGUAS DE CABREIROA,82.0,6.8,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,
3013,-1.878928,2026-04-13T09:00:00+0000,0.0,1061.72,11.0,4.2,348.0,40.841653,315.0,MOLINA DE ARAGÓN,62.0,4.4,6.3,6.3,893.3,1.5,11.1,,-0.5,20.0,32.0,60.0,9.0,,,,,,0.0,,,,,12.0,,1468.5,,
3021Y,-2.199722,2026-04-13T09:00:00+0000,0.0,1250.46,8.5,4.6,339.0,40.758333,300.0,ZAOREJAS,72.0,1.5,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,
3040X,-2.079306,2026-04-13T09:00:00+0000,0.0,1394.0,13.3,5.8,18.0,40.543152,16.0,BETETA AERÓDROMO,76.0,0.4,2.8,2.8,857.0,1.8,,1015.2,-1.0,,20.0,,,,,,,,,,,,,,,,,
3040Y,-2.076393,2026-04-13T09:00:00+0000,0.0,1214.0,,,,40.57167,,BETETA,,2.9,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
3085Y,-2.953058,2026-04-13T09:00:00+0000,0.0,920.0,,,,40.407776,,PASTRANA,64.0,4.8,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,
3094B,-3.021667,2026-04-13T09:00:00+0000,0.0,818.96,9.6,4.6,328.0,40.011389,333.0,TARANCON,52.0,5.7,7.7,7.7,921.0,1.9,12.7,,-1.4,20.0,17.0,44.0,15.7,,,,,,0.0,,,,,,784.8,,,
3099Y,-3.496134,2026-04-13T09:00:00+0000,0.0,733.0,8.9,4.2,335.0,39.935165,352.0,OCAÑA,60.0,7.1,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,
3103,-3.301944,2026-04-13T09:00:00+0000,0.0,910.0,10.8,4.1,38.0,41.003611,67.0,PANTANO EL VADO,54.0,5.9,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
3104Y,-3.888285,2026-04-13T09:00:00+0000,0.0,1159.0,5.2,1.7,268.0,40.889686,302.0,EL PAULAR- RASCAFRÍA (AUTOMÁTICA),76.0,2.2,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
3111D,-3.580467,2026-04-13T09:00:00+0000,0.0,1450.0,0.0,0.0,0.0,41.135686,32.0,SOMOSIERRA,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
3121F,-3.624662,2026-04-13T09:00:00+0000,0.0,918.2,8.8,3.7,13.0,40.801582,10.0,VENTURADA,46.0,7.2,8.9,9.0,910.8,1.1,,1016.5,-2.2,,27.0,,,,,,,,,,,,,,,,,
3125Y,-3.616667,2026-04-13T09:00:00+0000,0.0,672.0,,,,40.55,,SAN SEBASTIAN DE LOS REYES,43.0,9.7,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
3126Y,-3.711944,2026-04-13T09:00:00+0000,0.0,740.0,8.0,3.1,321.0,40.561385,327.0,EL GOLOSO (AUTOMÁTICA),46.0,7.8,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,
3129,-3.555593,2026-04-13T09:00:00+0000,0.0,609.0,5.1,1.3,90.0,40.466559,310.0,MADRID/BARAJAS,46.0,8.4,10.9,11.2,948.5,0.6,15.3,1016.6,-0.3,30.0,116.0,60.0,,,,,,,,,,,,,,,,
3129A,-3.579722,2026-04-13T09:00:00+0000,0.0,631.0,5.9,3.6,302.0,40.465278,321.0,MADRID BARAJAS RS.,42.0,9.2,10.1,10.9,942.9,1.1,,1016.8,-2.2,,24.0,,,,,,,,,,,,,,,,,
3130C,-2.617927,2026-04-13T09:00:00+0000,0.0,1005.0,10.5,3.2,318.0,41.086277,335.0,SIGÜENZA,61.0,5.1,6.4,6.4,901.2,1.6,9.1,,-0.5,20.0,25.0,23.0,7.4,,,,,,0.0,,,,,,,1482.1,,
