idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
1561I,-6.673564,2026-04-13T07:00:00+0000,0.4,770.0,,,,42.76604,,VILLAR DE OTERO (LOS TROBOS),93.0,2.9,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
1583X,-6.99314,2026-04-13T07:00:00+0000,0.0,315.0,,,,42.41562,,O BARCO DE VALDEORRAS,77.0,7.9,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1631E,-7.282498,2026-04-13T07:00:00+0000,0.0,840.0,2.2,0.7,284.0,42.339448,288.0,POBRA DE TRIVES SAN MAMEDE,88.0,3.3,4.0,4.0,921.5,,6.1,,2.3,,,0.0,9.6,0.0,0.0,,,,,,,,,,809.1,,,
1639X,-7.383609,2026-04-13T07:00:00+0000,0.0,990.0,2.8,0.4,309.0,42.260277,285.0,CHANDREXA DE QUEIXA,95.0,2.6,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
1658,-7.191741,2026-04-13T07:00:00+0000,0.0,612.0,,,,42.58853,,FOLGOSO DO COUREL,89.0,5.0,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
1679A,-7.510804,2026-04-13T07:00:00+0000,0.0,291.0,1.4,0.0,226.0,42.53177,217.0,MONFORTE DE LEMOS,91.0,4.1,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
1690A,-7.859722,2026-04-13T07:00:00+0000,0.0,145.86,1.7,0.8,194.0,42.325278,278.0,OURENSE,88.0,5.7,6.4,6.4,1002.8,0.2,7.8,1021.6,4.6,20.0,32.0,0.0,16.6,,,,,,0.0,,,,,14.6,,,,
1696O,-8.277961,2026-04-13T07:00:00+0000,0.0,610.0,,,,42.468056,,BEARIZ,100.0,3.2,4.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,
1700X,-8.0925,2026-04-13T07:00:00+0000,0.0,400.0,1.2,0.1,297.0,42.421389,39.0,O CARBALLIÑO,96.0,1.9,3.0,3.0,,,,,2.5,,,,,,,3.0,,,,,,,,,,,,
1701X,-8.129121,2026-04-13T07:00:00+0000,0.0,112.0,1.1,0.7,6.0,42.299881,352.0,RIBADAVIA,99.0,4.4,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
1706A,-7.796051,2026-04-13T07:00:00+0000,0.0,492.0,,,,42.182902,,ALLARIZ-RIMELO,92.0,3.6,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1719,-8.281009,2026-04-13T07:00:00+0000,0.2,560.0,,,,42.217995,,A CAÑIZA,99.0,5.4,5.8,5.8,,,,,,,,,,,,,,,,,,,,,,,,
1723X,-8.4927,2026-04-13T07:00:00+0000,0.0,90.0,,,,42.182223,,PONTEAREAS-CANEDO,100.0,7.4,8.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,
1730E,-8.847444,2026-04-13T07:00:00+0000,1.5999999999999999,55.0,,,,41.943981,,O ROSAL,95.0,9.0,9.2,9.2,,,,,,,,,,,,,,,,,,,,,,,,
1738U,-7.988838,2026-04-13T07:00:00+0000,0.0,730.0,,,,41.934116,,MUIÑOS-PRADO,98.0,4.4,5.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,
1740,-4.12433,2026-04-13T07:00:00+0000,0.0,150.0,6.0,1.7,267.0,43.377241,270.0,ALTAMIRA,77.0,7.9,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2005Y,-2.782777,2026-04-13T07:00:00+0000,0.0,1197.0,,,,41.967774,,VINUESA,74.0,1.7,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,
2017Y,-2.494163,2026-04-13T07:00:00+0000,0.0,1260.0,12.9,6.2,3.0,41.99583,350.0,BARRIOMARTIN-EL ROBLEDO,92.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2030,-2.483063,2026-04-13T07:00:00+0000,0.0,1081.01,8.6,2.7,334.0,41.775015,53.0,SORIA,70.0,2.1,3.1,3.1,890.6,1.1,2.7,,-2.0,20.0,53.0,10.5,9.3,,,,,,0.0,,,,,9.8,,1459.4,,
2044B,-2.507534,2026-04-13T07:00:00+0000,0.0,1100.0,4.8,2.5,290.0,41.600582,310.0,LUBIA-CEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048A,-2.420281,2026-04-13T07:00:00+0000,0.0,978.0,7.3,4.0,284.0,41.419442,280.0,MORON DE ALMAZAN ,93.0,-0.2,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,
2059B,-2.783338,2026-04-13T07:00:00+0000,0.0,1042.0,12.8,9.1,312.0,41.349719,310.0,LA RIBA DE ESCALOTE,84.0,0.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2084Y,-3.047008,2026-04-13T07:00:00+0000,0.0,960.0,,,,41.721847,,UCERO,85.0,0.7,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2092,-3.086949,2026-04-13T07:00:00+0000,0.0,932.0,8.4,4.1,299.0,41.589444,275.0,BURGO DE OSMA-POZUELOS,84.0,0.6,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
2096B,-3.251385,2026-04-13T07:00:00+0000,0.0,1150.0,8.7,6.2,310.0,41.373609,317.0,LICERAS-CAÑADA DEHESA,91.0,-0.5,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2106B,-3.381929,2026-04-13T07:00:00+0000,0.0,955.0,5.1,3.1,289.0,41.745847,282.0,CORUÑA DEL CONDE,85.0,0.3,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,
2117D,-3.742777,2026-04-13T07:00:00+0000,0.0,790.0,,,,41.665837,,ARANDA DE DUERO,83.0,-1.0,2.6,2.6,925.8,,3.8,,0.0,9.1,,59.0,8.6,,,,,,0.0,,,,,,797.0,,,
2135A,-3.507234,2026-04-13T07:00:00+0000,0.0,993.0,3.2,1.9,263.0,41.372756,247.0,FRESNO DE CANTIESPINO,91.0,0.2,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
2140A,-3.785871,2026-04-13T07:00:00+0000,0.0,1135.0,2.9,1.9,257.0,41.464553,252.0,ALDEANUEVA DE SERREZUELA-EL CERRO,93.0,-1.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2166Y,-4.124787,2026-04-13T07:00:00+0000,0.0,756.0,,,,41.593099,,PEÑAFIEL(FABRICA DE QUESOS),91.0,-1.4,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,
2172Y,-4.405497,2026-04-13T07:00:00+0000,0.0,725.0,1.0,0.5,262.0,41.611879,252.0,SARDÓN DE DUERO,99.0,-2.9,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,
2182C,-3.790216,2026-04-13T07:00:00+0000,0.0,1107.0,3.3,1.6,272.0,41.133861,247.0,RADES,89.0,-0.2,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2192C,-4.26545,2026-04-13T07:00:00+0000,0.0,795.0,1.2,0.5,86.0,41.383553,72.0,CUELLAR,88.0,-3.2,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,
2235U,-4.520031,2026-04-13T07:00:00+0000,0.0,1140.0,3.0,1.6,297.0,42.870619,300.0,CERVERA DE PISUERGA,81.0,-2.1,-0.2,-0.2,885.4,0.5,-1.8,,-3.0,,12.0,1.0,6.9,,,,,,,,,,,,,1465.4,,
2243A,-4.277134,2026-04-13T07:00:00+0000,0.0,910.0,2.1,0.7,8.0,42.79806,20.0,AGUILAR DE CAMPOO,79.0,-4.2,0.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,
2276B,-4.575109,2026-04-13T07:00:00+0000,0.0,908.0,3.0,1.9,356.0,42.568819,10.0,VILLAELES DE VALDAVIA,95.0,-3.5,-1.9,-1.9,,,,,,,,,,,,,,,,,,,,,,,,
2285B,-4.001111,2026-04-13T07:00:00+0000,0.0,869.0,1.6,0.5,81.0,42.523889,62.0,VILLADIEGO (DEPÓSITO DE AGUA),81.0,-1.4,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2290Y,-4.198909,2026-04-13T07:00:00+0000,0.0,771.0,1.0,0.2,16.0,42.251226,77.0,PEDROSA DEL PRÍNCIPE,94.0,-3.7,-1.4,-1.4,,,,,,,,,,,,,,,,,,,,,,,,
2296A,-1.976675,2026-04-13T07:00:00+0000,0.0,1039.0,9.8,5.6,359.0,41.775556,352.0,OLVEGA-CAMINO VEGAFRÍA,80.0,1.9,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,
2298,-3.131688,2026-04-13T07:00:00+0000,0.0,1080.0,,,,41.959672,,PALACIOS DE LA SIERRA,72.0,1.0,3.2,3.2,892.0,,5.5,,,20.0,,37.0,9.1,,,,,,0.0,,,,,,,,,
2302N,-3.109758,2026-04-13T07:00:00+0000,,1197.0,7.7,2.3,342.0,42.146473,345.0,MONTERRUBIO DE LA DEMANDA,82.0,1.2,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,
2311Y,-3.767707,2026-04-13T07:00:00+0000,0.0,884.0,2.3,0.3,39.0,42.105221,15.0,VILLAMAYOR DE LOS MONTES,90.0,-1.9,-1.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
2331,-3.620278,2026-04-13T07:00:00+0000,0.0,891.0,2.2,1.3,149.0,42.356944,140.0,BURGOS/VILLAFRÍA,85.0,-1.1,2.1,2.1,913.4,0.2,3.6,,-0.3,,12.0,38.0,7.0,,,,,,0.0,,,,,9.9,790.6,,,
2362C,-4.713714,2026-04-13T07:00:00+0000,0.0,1575.0,6.2,3.1,292.0,42.893772,262.0,CAMPORREDONDO DE ALBA  CUEVA DORADA,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374X,-4.617359,2026-04-13T07:00:00+0000,0.0,830.0,1.8,0.7,283.0,42.350934,302.0,CARRIÓN DE LOS CONDES,91.0,-1.7,0.8,0.8,921.9,0.3,0.1,,-0.5,20.0,26.0,6.0,10.6,,,,,,0.0,,,,,,803.0,,,
2401X,-4.560496,2026-04-13T07:00:00+0000,0.0,736.0,4.0,2.0,297.0,42.009501,310.0,PALENCIA-GRANJA VIÑALTA,89.0,-1.1,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2422,-4.754167,2026-04-13T07:00:00+0000,0.0,734.29,3.6,1.4,309.0,41.640831,303.0,VALLADOLID,79.0,1.8,3.5,3.5,931.6,0.4,5.7,1019.6,0.2,20.0,23.0,57.3,12.6,,,,3.9,296.0,0.0,1.3,0.7,18.0,295.0,14.7,,,,
2444,-4.679722,2026-04-13T07:00:00+0000,0.0,1129.76,6.0,3.4,286.0,40.659167,288.0,ÁVILA,83.0,0.7,1.8,1.8,887.7,1.1,4.8,,-0.7,20.0,15.0,36.6,10.8,,,,,,0.0,,,,,11.8,,1481.6,,
2453E,-4.742033,2026-04-13T07:00:00+0000,0.0,920.0,6.1,4.0,276.0,40.828965,270.0,GOTARRENDURA (AUTOMATICA),89.0,0.3,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,
2456B,-4.729864,2026-04-13T07:00:00+0000,0.0,820.0,3.6,2.1,284.0,41.071483,272.0,AREVALO,76.0,0.7,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2462,-4.010556,2026-04-13T07:00:00+0000,0.0,1892.6,11.6,5.6,346.0,40.793056,340.0,NAVACERRADA PUERTO,97.0,-5.0,-4.8,-4.8,806.4,2.2,-3.4,,-5.1,0.1,17.0,0.0,4.4,,,,7.4,355.0,0.0,3.8,1.1,21.0,348.0,5.0,,1470.5,11.0,
2465,-4.126389,2026-04-13T07:00:00+0000,0.0,1008.25,3.0,1.8,155.0,40.945278,148.0,SEGOVIA,93.0,0.2,0.5,0.5,901.7,0.4,2.3,,-0.5,16.7,18.0,0.0,12.4,,,,,,0.0,,,,,11.7,,1480.9,,
2471Y,-4.212067,2026-04-13T07:00:00+0000,0.0,1237.0,,,,40.718669,,SAN RAFAEL,97.0,-1.2,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,
2482B,-4.375727,2026-04-13T07:00:00+0000,0.0,870.0,3.8,2.1,249.0,41.126384,232.0,MIGUELAÑEZ,87.0,0.2,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2491C,-5.689876,2026-04-13T07:00:00+0000,0.0,1960.0,56.6,4.0,145.0,40.355087,211.0,LA COVATILLA  ESTACIÓN DE ESQUÍ,95.0,-4.3,-4.1,-4.0,800.7,1.1,-3.2,,-4.8,0.2,23.0,0.0,0.7,,,,,,0.0,,,,,,,1485.8,,
2503B,-4.691824,2026-04-13T07:00:00+0000,0.0,786.0,5.2,4.0,249.0,41.279921,245.0,OLMEDO  DEPÓSITO AGUA,85.0,0.0,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,
2507Y,-4.963505,2026-04-13T07:00:00+0000,0.0,724.0,5.3,3.0,292.0,41.419465,292.0,RUEDA,77.0,1.7,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,
2512Y,-5.018689,2026-04-13T07:00:00+0000,0.0,925.0,8.1,4.9,270.0,40.88213,265.0,RIVILLA DE BARAJAS,91.0,0.2,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
2517A,-4.939637,2026-04-13T07:00:00+0000,0.0,755.0,4.0,2.6,254.0,41.172753,242.0,FUENTE EL SOL,85.0,0.1,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,
2536D,-5.271389,2026-04-13T07:00:00+0000,0.0,710.0,4.4,2.6,277.0,41.548333,275.0,MORALES DEL TORO-DEPOSITO,87.0,0.3,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,
2555B,-5.481307,2026-04-13T07:00:00+0000,0.0,811.0,5.4,3.6,299.0,41.236704,297.0,FUENTESAUCO,84.0,2.0,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,
2565,-5.630556,2026-04-13T07:00:00+0000,0.0,701.5,1.8,0.7,201.0,41.555278,222.0,CORESES,81.0,1.6,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
2568D,-4.851026,2026-04-13T07:00:00+0000,0.0,985.0,2.6,1.2,348.0,42.523503,357.0,VILLAPUN,83.0,-0.7,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2593D,-5.040989,2026-04-13T07:00:00+0000,0.0,782.0,4.4,2.5,299.0,42.09421,285.0,VILLALÓN DE CAMPOS,95.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2611D,-5.59244,2026-04-13T07:00:00+0000,0.0,690.0,2.3,1.0,217.0,41.856388,207.0,VILLAFÁFILA,87.0,-0.8,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,
2614,-5.735278,2026-04-13T07:00:00+0000,0.0,656.06,4.2,0.8,324.0,41.515556,265.0,ZAMORA,85.0,2.8,3.3,3.3,941.7,0.4,4.2,1020.7,1.1,20.0,60.0,57.5,9.8,,,,,,0.0,,,,,14.0,,,,
2624C,-5.007615,2026-04-13T07:00:00+0000,0.0,1090.0,6.6,3.2,29.0,42.958457,22.0,RIAÑO-ERMITA QUINTANILLA,87.0,2.0,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,
2626Y,-5.193246,2026-04-13T07:00:00+0000,0.0,916.0,1.0,0.1,348.0,42.620094,90.0,SAHECHORES-HELIPUERTO,91.0,-3.8,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,
2630X,-5.377067,2026-04-13T07:00:00+0000,0.0,1510.0,11.9,7.2,280.0,43.062242,277.0,PUERTO DE SAN ISIDRO,86.0,-1.3,-1.0,-1.0,847.0,1.1,1.6,,,20.0,8.0,0.0,4.2,,,,,,0.0,,,,,,,,,
2661,-5.651111,2026-04-13T07:00:00+0000,0.0,916.0,4.6,2.6,280.0,42.588333,290.0,LEÓN/VIRGEN DEL CAMINO,87.0,0.1,2.2,2.5,911.7,0.4,5.8,,0.2,,2.0,49.0,,,,,,,,,,,,,799.1,,,
2664B,-5.504765,2026-04-13T07:00:00+0000,0.0,788.0,4.3,2.1,348.0,42.295947,337.0,VALENCIA DE DON JUAN,80.0,2.4,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,
2701D,-5.870858,2026-04-13T07:00:00+0000,0.0,1120.0,3.3,1.1,283.0,42.885575,255.0,MIÑERA DE LUNA-EMBALSE,75.0,1.9,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,
2728B,-6.070921,2026-04-13T07:00:00+0000,0.0,995.0,4.9,2.2,347.0,42.648217,357.0,VILLAMECA,86.0,1.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
2734D,-6.074338,2026-04-13T07:00:00+0000,0.0,919.0,3.7,2.1,286.0,42.476722,280.0,ASTORGA-DEPÓSITO AGUA,70.0,1.9,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
2742R,-5.779854,2026-04-13T07:00:00+0000,0.0,850.0,4.1,2.9,299.0,42.466446,295.0,BUSTILLO DEL PÁRAMO-LAS MATILLAS,85.0,1.6,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,
2755X,-5.666803,2026-04-13T07:00:00+0000,0.0,715.0,2.3,0.9,248.0,42.010907,235.0,BENAVENTE,70.0,1.3,4.0,4.0,934.7,0.4,6.0,,,20.0,42.0,59.0,12.2,,,,,,0.0,,,,,,,,,
2766E,-6.639735,2026-04-13T07:00:00+0000,0.0,933.0,2.2,0.7,347.0,42.082615,225.0,EL PUENTE (CASA FORESTAL),93.0,-1.6,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,
2775X,-6.279668,2026-04-13T07:00:00+0000,0.0,850.0,3.3,1.6,239.0,41.941501,222.0,VILLARDECIERVOS,65.0,-0.4,5.3,5.4,919.9,0.6,4.9,,-0.7,20.0,12.0,54.0,11.5,,,,,,0.0,,,,,,804.6,,,
2777K,-6.007296,2026-04-13T07:00:00+0000,0.0,737.0,3.9,1.7,230.0,42.078138,282.0,SANTIBAÑEZ DE VIDRIALES,77.0,1.7,2.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,
2789H,-5.909007,2026-04-13T07:00:00+0000,0.0,711.0,2.6,1.2,271.0,41.785554,262.0,POZUELO DE TABARA,78.0,0.8,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
2804F,-6.141833,2026-04-13T07:00:00+0000,0.0,790.0,5.0,3.2,263.0,41.533996,292.0,VILLADEPERA,87.0,0.9,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,
2828Y,-5.519077,2026-04-13T07:00:00+0000,0.0,1012.0,5.5,3.3,338.0,40.355386,332.0,BARCO DE AVILA,84.0,2.1,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,
2847X,-5.643454,2026-04-13T07:00:00+0000,0.0,865.0,3.7,1.6,268.0,40.675599,255.0,PEDROSILLO DE LOS AIRES-CASTILLEJO,91.0,0.3,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2863C,-5.36619,2026-04-13T07:00:00+0000,0.0,897.0,2.0,1.1,223.0,40.732205,225.0,PEDRAZA DE ALBA-VALLELARGO,93.0,-1.3,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2867,-5.498292,2026-04-13T07:00:00+0000,0.0,790.0,2.6,1.2,250.0,40.959572,250.0,SALAMANCA/MATACAN,92.0,-1.0,1.1,1.5,926.3,1.0,-0.3,,0.0,,55.0,60.0,,,,,,,,,,,,,805.3,,,
2870,-5.662271,2026-04-13T07:00:00+0000,0.0,775.0,3.7,1.7,257.0,40.957593,227.0,SALAMANCA OBS.,90.0,1.9,3.4,3.4,929.0,,,,1.9,,,,,,,42.0,,,,,,,,,810.0,,,
2873X,-5.779717,2026-04-13T07:00:00+0000,0.0,817.0,3.5,2.0,256.0,40.903607,257.0,BARBADILLO,94.0,-1.4,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,
2885K,-6.022286,2026-04-13T07:00:00+0000,0.0,804.0,3.1,1.3,247.0,41.304443,275.0,FRESNO DE SAYAGO,99.0,-1.1,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,
2891A,-6.462222,2026-04-13T07:00:00+0000,0.0,690.0,8.3,4.1,291.0,41.262778,277.0,VILLARINO DE LOS AIRES,78.0,3.7,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
2914C,-6.20289,2026-04-13T07:00:00+0000,0.0,785.0,1.3,0.8,191.0,40.786039,167.0,BOADILLA FUENTE SAN ESTEBAN,90.0,-0.1,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,
2916A,-6.437733,2026-04-13T07:00:00+0000,0.0,769.0,5.5,3.6,280.0,41.011441,284.0,VITIGUDINO,89.0,1.6,3.5,3.5,929.3,0.5,,,1.9,12.9,6.0,57.0,10.5,,,,,,0.0,,,,,,806.6,,,
2918Y,-6.223616,2026-04-13T07:00:00+0000,0.0,1027.0,2.6,0.8,256.0,40.569447,237.0,EL MAILLO (BASE AVIONES - AUTOMATICA),91.0,0.5,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
2926B,-6.60902,2026-04-13T07:00:00+0000,0.0,748.0,3.1,0.9,330.0,40.851426,280.0,BAÑOBAREZ,83.0,2.0,4.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,
2930Y,-6.812855,2026-04-13T07:00:00+0000,0.0,880.0,3.6,0.9,328.0,40.29663,320.0,NAVASFRIAS,92.0,1.7,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,
2945A,-6.57708,2026-04-13T07:00:00+0000,0.0,805.0,2.2,0.9,352.0,40.485117,330.0,EL BODÓN-BASE AEREA,91.0,1.5,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,
2946X,-6.600021,2026-04-13T07:00:00+0000,0.0,680.0,4.8,2.2,310.0,40.635023,303.0,SAELICES EL CHICO,82.0,2.0,4.5,4.5,939.9,0.6,5.3,,,20.0,14.0,53.0,13.5,,,,,,0.0,,,,,,,,,
2966D,-6.301295,2026-04-13T07:00:00+0000,0.0,840.0,4.4,2.2,288.0,41.683464,272.0,ALCAÑICES-VIVINERA,77.0,1.6,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,
2969U,-7.183055,2026-04-13T07:00:00+0000,0.0,910.0,,,,42.027265,,MESÓN EROSA,85.0,2.2,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
2978X,-7.422059,2026-04-13T07:00:00+0000,0.0,380.0,,,,41.926666,,AGUAS DE CABREIROA,92.0,5.5,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,
3013,-1.878928,2026-04-13T07:00:00+0000,0.0,1061.72,4.6,2.1,283.0,40.841653,293.0,MOLINA DE ARAGÓN,79.0,1.4,1.9,2.0,892.5,0.6,1.6,,-1.4,20.0,27.0,30.0,8.6,,,,,,0.0,,,,,12.3,,1454.9,,
3021Y,-2.199722,2026-04-13T07:00:00+0000,0.0,1250.46,7.1,3.3,325.0,40.758333,335.0,ZAOREJAS,90.0,-1.2,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,
3040X,-2.079306,2026-04-13T07:00:00+0000,0.0,1394.0,9.3,5.6,33.0,40.543152,39.0,BETETA AERÓDROMO,90.0,-2.1,-0.5,-0.5,856.1,1.3,,1016.2,-2.0,,14.0,,,,,,,,,,,,,,,,,
3040Y,-2.076393,2026-04-13T07:00:00+0000,0.0,1214.0,,,,40.57167,,BETETA,86.0,-0.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3085Y,-2.953058,2026-04-13T07:00:00+0000,0.0,920.0,,,,40.407776,,PASTRANA,75.0,0.8,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,
3094B,-3.021667,2026-04-13T07:00:00+0000,0.0,818.96,7.8,2.1,326.0,40.011389,320.0,TARANCON,72.0,2.9,4.0,4.0,920.6,1.2,13.4,,-0.5,20.0,26.0,33.0,15.9,,,,,,0.0,,,,,,781.6,,,
3099Y,-3.496134,2026-04-13T07:00:00+0000,0.0,733.0,6.7,2.8,332.0,39.935165,340.0,OCAÑA,74.0,3.1,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,
3103,-3.301944,2026-04-13T07:00:00+0000,0.0,910.0,8.6,3.7,36.0,41.003611,30.0,PANTANO EL VADO,68.0,3.8,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3104Y,-3.888285,2026-04-13T07:00:00+0000,0.0,1159.0,4.8,1.5,223.0,40.889686,247.0,EL PAULAR- RASCAFRÍA (AUTOMÁTICA),74.0,1.5,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,
3111D,-3.580467,2026-04-13T07:00:00+0000,0.0,1450.0,0.2,0.0,0.0,41.135686,9.0,SOMOSIERRA,93.0,-2.4,-2.2,-2.1,851.9,,,,-3.3,,,,,,,0.0,,,,,,,,,,1467.7,,
3121F,-3.624662,2026-04-13T07:00:00+0000,0.0,918.2,5.0,2.3,87.0,40.801582,80.0,VENTURADA,56.0,3.1,5.6,5.6,910.0,0.6,,1016.9,-2.5,,61.0,,,,,,,,,,,,,,,,,
3125Y,-3.616667,2026-04-13T07:00:00+0000,0.0,672.0,,,,40.55,,SAN SEBASTIAN DE LOS REYES,55.0,4.5,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
3126Y,-3.711944,2026-04-13T07:00:00+0000,0.0,740.0,2.5,1.3,327.0,40.561385,345.0,EL GOLOSO (AUTOMÁTICA),52.0,4.2,6.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,
3129,-3.555593,2026-04-13T07:00:00+0000,0.0,609.0,3.6,1.7,360.0,40.466559,340.0,MADRID/BARAJAS,67.0,4.1,5.3,5.5,948.0,0.4,4.7,1017.5,-0.3,30.0,145.0,31.0,,,,,,,,,,,,,,,,
3129A,-3.579722,2026-04-13T07:00:00+0000,0.0,631.0,3.7,1.4,337.0,40.465278,6.0,MADRID BARAJAS RS.,54.0,5.5,7.2,7.3,942.4,0.5,,1017.0,-1.4,,50.0,,,,,,,,,,,,,,,,,
3130C,-2.617927,2026-04-13T07:00:00+0000,0.0,1005.0,6.9,3.0,331.0,41.086277,323.0,SIGÜENZA,74.0,1.0,3.1,3.1,900.6,1.4,3.3,,-1.2,20.0,17.0,0.0,3.7,,,,,,0.0,,,,,,,1471.1,,
3140Y,-2.75988,2026-04-13T07:00:00+0000,0.0,990.0,,,,40.985075,,MANDAYONA,76.0,1.4,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,
3158D,-3.142474,2026-04-13T07:00:00+0000,0.0,1368.0,15.6,8.8,312.0,41.274167,316.0,EVC_CAMPISABALOS,92.0,-1.5,-1.3,-1.3,860.0,1.4,,,-2.5,,7.0,,,,,,,,,,,,,,,1461.3,,
3168D,-3.150278,2026-04-13T07:00:00+0000,0.0,727.44,2.2,0.7,204.0,40.630282,265.0,GUADALAJARA,66.0,2.0,5.3,5.3,931.1,0.2,4.6,1017.4,-0.5,20.0,28.0,60.0,13.3,,,,,,0.0,,,,,14.7,,,,
3170Y,-3.289711,2026-04-13T07:00:00+0000,0.0,605.0,7.1,4.0,341.0,40.52836,17.0,ALCALA DE HENARES-ENCÍN,61.0,5.2,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,
3182Y,-3.497784,2026-04-13T07:00:00+0000,0.0,533.0,5.1,1.8,10.0,40.311667,350.0,ARGANDA DEL REY,61.0,6.2,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
